#,Region,District,Jun-2021,Jul-2021,Aug-2021,Sep-2021,Oct-2021,Nov-2021,Dec-2021
,,,,,,,,,
1,Awdal,Borama,"63,750","59,875","60,000","59,500","59,500","59,800","67,000"
2,Awdal,Baki,,,,,,,
3,Awdal,Lughaye,"100,000","100,000","105,000","100,000","100,000","100,000","110,000"
4,Awdal,Zeylac,"126,250","123,125","112,500","125,000","125,000","125,000","126,250"
5,Woqooyi Galbeed,Hargeysa,"70,000","70,000","70,000","70,000","70,000","70,000","70,000"
6,Woqooyi Galbeed,Berbera,,,,,,,
7,Woqooyi Galbeed,Gebiley,"87,000","88,667","110,000","76,250","83,750","86,000","85,750"
8,Togdheer,Burco,"43,750","45,000","45,000","41,250","40,500","42,200","42,500"
9,Togdheer,Buuhoodle,,,,,,,
10,Togdheer,Owdweyne,,,,,,,
11,Togdheer,Sheikh,,,,,,,
12,Sool,Laas Caanood,"240,000","240,000","240,000","240,000","240,000","240,000","240,000"
13,Sool,Caynabo,,,,,,,
14,Sool,Taleex,,,,,,,
15,Sool,Xudun,"160,000","160,000","160,000","185,000","195,000","139,600","195,000"
16,Sanaag,Ceerigaabo,"232,500","237,500","241,000","243,000","245,000","247,000","242,500"
17,Sanaag,Ceel Afweyn,"70,000","70,000","70,000","60,000","65,000","68,000","70,000"
18,Sanaag,Laasqoray,,,,,,,
19,Bari,Bossaso,"220,000","220,000","220,000","240,000","250,000","262,800","300,000"
20,Bari,Bandarbeyla,"200,000","200,000","204,000","220,000","220,000","220,000","235,000"
21,Bari,Caluula,"300,000","300,000","300,000","300,000","300,000","300,000","300,000"
22,Bari,Iskushuban,"200,000","200,000","220,000","220,000","220,000","236,000","270,000"
23,Bari,Qandala,,,,,,,
24,Bari,Qardho,,,,,,,
25,Nugaal,Garoowe,"218,750","210,000","208,000","207,500","215,000","228,000","227,500"
26,Nugaal,Burtinle,"146,250","151,250","155,000","157,500","165,750","182,000","160,000"
27,Nugaal,Eyl,"149,250","140,000","149,000","161,250","167,000","169,600","170,000"
28,Mudug,Gaalkacyo,"161,250","161,250","169,000","175,000","172,500","175,600","172,500"
29,Mudug,Galdogob,,,,,,,
30,Mudug,Hobyo,"230,000","230,000","230,000","250,000","250,000","240,000","240,000"
31,Mudug,Jariiban,"148,750","165,000","142,000","146,250","155,000","185,000","158,750"
32,Mudug,Xarardheere,"56,250","57,500","59,000","58,750","57,500","56,000","60,000"
33,Galgaduud,Dhuusamarreeb,"200,000","200,000","164,000","200,000","200,000","190,000","150,000"
