#,Region,District,Jun-2017,Jul-2017,Aug-2017,Sep-2017,Oct-2017,Nov-2017,Dec-2017
,,,,,,,,,
1,Awdal,Borama,"3,500","3,500","4,250","5,500","4,000","4,500","4,000"
2,Awdal,Baki,,,,,,,
3,Awdal,Lughaye,"5,000","6,000","6,000","5,000","6,000","6,000","6,000"
4,Awdal,Zeylac,"6,000","7,000","7,000","7,000","7,000","5,500","5,000"
5,Woqooyi Galbeed,Hargeysa,"5,000","5,000","5,000","5,000","5,000","6,000","5,500"
6,Woqooyi Galbeed,Berbera,,,,,,,
7,Woqooyi Galbeed,Gebiley,"3,500","3,700","4,500","3,700","3,900","4,500","4,000"
8,Togdheer,Burco,"4,500","4,500","4,500","5,000","6,000","6,000","6,000"
9,Togdheer,Buuhoodle,,,,,,,
10,Togdheer,Owdweyne,,,,,,,
11,Togdheer,Sheikh,,,,,,,
12,Sool,Laas Caanood,,,,,,,
13,Sool,Caynabo,,,,,,,
14,Sool,Taleex,,,,,,,
15,Sool,Xudun,,,,,,,
16,Sanaag,Ceerigaabo,,,,,,,
17,Sanaag,Ceel Afweyn,"4,125","3,250","3,000","2,625","2,625","3,000","3,000"
18,Sanaag,Laasqoray,,,,,,,
19,Bari,Bossaso,"26,250","26,600","30,000","30,000","30,000","30,000","30,000"
20,Bari,Bandarbeyla,,,,,,,
21,Bari,Caluula,,,,,,,
22,Bari,Iskushuban,,,,,,,
23,Bari,Qandala,,,,,,,
24,Bari,Qardho,,,,,,,
25,Nugaal,Garoowe,"26,000","24,000","23,500","22,000","23,200","26,500","27,500"
26,Nugaal,Burtinle,,,,"23,000","22,400","22,500","23,000"
27,Nugaal,Eyl,"29,000","30,000","29,000","28,000","27,600","26,000","24,000"
28,Mudug,Gaalkacyo,"20,000","20,000","18,000","18,000","18,000","18,000","13,000"
29,Mudug,Galdogob,,,,,,,
30,Mudug,Hobyo,"27,000","27,000","27,000","27,000","27,000","27,000","27,000"
31,Mudug,Jariiban,"24,750","24,250","24,250","25,000","26,400","27,000","28,000"
32,Mudug,Xarardheere,,,,"11,000",,,
33,Galgaduud,Dhuusamarreeb,"17,000","15,000","15,000","20,000","20,000","20,000","12,000"
34,Galgaduud,Cabudwaaq,,,,"17,500","17,500","18,000","18,000"
35,Galgaduud,Cadaado,,,,,,,
36,Galgaduud,Ceel Buur,,,,,,,
37,Galgaduud,Ceel Dheer,"11,000","11,000","11,000","11,000","12,000","9,000","9,000"
38,Hiraan,Belet Weyne,"26,750","16,000","13,500","12,500","13,600","14,000","12,000"
39,Hiraan,Bulo Burto,"21,625","19,000","12,750","12,000","12,000","11,000","10,500"
40,Hiraan,Jalalaqsi,,,,,,,
41,Middle Shabelle,Jowhar,"8,100","9,000","8,900","8,625","8,750","7,125","7,000"
42,Middle Shabelle,Adan Yabaal,"23,250","24,750","27,750","27,750","22,000","21,750","22,500"
43,Middle Shabelle,Balcad,"9,000","9,000","10,000","9,000","8,000","10,000","8,000"
44,Middle Shabelle,Cadale,"12,500","14,000","14,000","13,000","13,000","12,000","12,000"
45,Banadir,Mogadishu,"11,300","12,000","9,975","9,300","9,300","7,800","6,600"
46,Lower Shabelle,Marka,"14,000","14,600","14,600","9,333","9,333","9,150","8,600"
47,Lower Shabelle,Afgooye,"11,333","11,667","8,334","9,000","10,500","9,000","10,000"
48,Lower Shabelle,Baraawe,,,,,,,
49,Lower Shabelle,Kurtunwaarey,,,,,,,
50,Lower Shabelle,Qoryooley,"12,000","12,000","12,375","8,000","8,000","5,650","6,750"
51,Lower Shabelle,Sablaale,,,,,,,
52,Lower Shabelle,Wanla Weyn,"10,666","9,333","6,666","7,333","7,333","9,333","8,000"
53,Bay,Baydhaba,"10,300","8,900","7,700","7,900","7,700","7,300","6,575"
54,Bay,Buur Hakaba,"7,000","7,000","4,250","4,000","4,000","4,500","5,000"
55,Bay,Diinsoor,"6,625","6,000","5,175","6,550","7,325","6,050","5,800"
56,Bay,Qansax Dheere,"8,000","7,200","5,750","6,000","6,000","6,000","6,000"
57,Bakool,Xudur,"21,375","19,100","16,875","15,375","15,000","14,250","13,125"
58,Bakool,Ceel Barde,,"15,000",,"16,000",,,
59,Bakool,Tayeeglow,"9,000","9,250","8,000","8,000","8,000","7,000","7,000"
60,Bakool,Waajid,"15,000","14,000","14,000","13,500","13,000","12,000","12,000"
61,Bakool,Rab Dhuure,,,,,,,
62,Gedo,Garbahaarey,,,,,,,
63,Gedo,Baardheere,"13,000","13,250","13,000","13,000","12,200","13,000","12,000"
64,Gedo,Belet Xaawo,"18,000","18,000","16,000","16,000","15,400","15,000","15,000"
65,Gedo,Ceel Waaq,"12,000","13,000","13,000","13,000","13,500","13,500","13,000"
66,Gedo,Doolow,,,,,,,
67,Gedo,Luuq,"13,000","13,000","13,000","13,000","13,200","13,125","13,000"
68,Middle Juba,Bu'aale,"13,250","9,625","8,750","5,000","5,000","6,250","6,750"
69,Middle Juba,Jilib,,,,,,,
70,Middle Juba,Saakow,"13,500","7,750","6,500","5,625","5,875","6,675","7,150"
71,Lower Juba,Kismaayo,,,,,,,
72,Lower Juba,Afmadow,,,,,,,
73,Lower Juba,Badhaadhe,,,,,,,
74,Lower Juba,Jamaame,,,,,,,
